"","Score.Mean","FirstAuthorGender","student","AuthorCode","nmo","conference","rank","maletype","year","po","review"
"416",1,"m","Non-Student",NA,"w","EvoLang9",1,NA,0,1,"Single"
"417",0.666666666666667,"m","Non-Student",27,"w","EvoLang9",0.625,NA,0,1,"Single"
"418",0.25,"m","Student",NA,"m","EvoLang9",0.142045454545455,NA,0,1,"Single"
"419",0.333333333333333,"m","Non-Student",NA,"w","EvoLang9",0.227272727272727,NA,0,1,"Single"
"420",0.333333333333333,"m","Non-Student",NA,"a","EvoLang9",0.227272727272727,NA,0,1,"Single"
"422",0.166666666666667,"f","Student",NA,"w","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"423",0.5,"m","Non-Student",NA,"a","EvoLang9",0.397727272727273,NA,0,1,"Single"
"424",0.666666666666667,"m","Non-Student",NA,"a","EvoLang9",0.625,NA,0,1,"Single"
"425",0.333333333333333,"m","Non-Student",NA,"a","EvoLang9",0.227272727272727,NA,0,1,"Single"
"426",0.5,"f","Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"427",0.722222222222222,"m","Student",30,"w","EvoLang9",0.678977272727273,NA,0,1,"Single"
"428",0.777777777777778,"f","Non-Student",NA,"w","EvoLang9",0.732954545454545,NA,0,1,"Single"
"429",0.833333333333333,"m","Student",38,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"430",0.25,"m","Non-Student",NA,"w","EvoLang9",0.142045454545455,NA,0,1,"Single"
"431",0.583333333333333,"m","Non-Student",66,"a","EvoLang9",0.534090909090909,NA,0,1,"Single"
"432",0,"m","Non-Student",NA,"a","EvoLang9",0,NA,0,1,"Single"
"433",0.916666666666667,"m","Non-Student",NA,"a","EvoLang9",0.948863636363636,NA,0,1,"Single"
"434",0.833333333333333,"m","Non-Student",36,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"435",0.5,"m","Student",NA,"a","EvoLang9",0.397727272727273,NA,0,1,"Single"
"436",0.25,"m","Student",NA,"w","EvoLang9",0.142045454545455,NA,0,1,"Single"
"437",0.5,"m","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"438",0.444444444444444,"m","Student",54,"w","EvoLang9",0.326704545454545,NA,0,1,"Single"
"439",0.583333333333333,"m","Student",7,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"440",0.333333333333333,"m","Student",NA,"w","EvoLang9",0.227272727272727,NA,0,1,"Single"
"441",0.5,"f","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"442",0.444444444444444,"m","Non-Student",NA,"a","EvoLang9",0.326704545454545,NA,0,1,"Single"
"443",0.722222222222222,"m","Student",NA,"w","EvoLang9",0.678977272727273,NA,0,1,"Single"
"444",0.583333333333333,"f","Student",32,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"445",0,"m","Student",NA,"a","EvoLang9",0,NA,0,1,"Single"
"446",0.833333333333333,"m","Non-Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"447",0.5,"m","Student",NA,"a","EvoLang9",0.397727272727273,NA,0,1,"Single"
"448",0.75,"m","Student",NA,"w","EvoLang9",0.704545454545455,NA,0,1,"Single"
"449",1,"m","Non-Student",12,"w","EvoLang9",1,NA,0,1,"Single"
"450",0.388888888888889,"m","Non-Student",NA,"a","EvoLang9",0.284090909090909,NA,0,1,"Single"
"451",0.75,"m","Non-Student",NA,"w","EvoLang9",0.704545454545455,NA,0,1,"Single"
"452",0.944444444444445,"m","Non-Student",NA,"w","EvoLang9",0.974431818181818,NA,0,1,"Single"
"453",0.833333333333333,"m","Student",59,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"454",0.416666666666667,"m","Non-Student",NA,"w","EvoLang9",0.303977272727273,NA,0,1,"Single"
"455",0.25,"f","Non-Student",NA,"w","EvoLang9",0.142045454545455,NA,0,1,"Single"
"456",0.666666666666667,"m","Non-Student",NA,"w","EvoLang9",0.625,NA,0,1,"Single"
"457",1,"m","Non-Student",NA,"a","EvoLang9",1,NA,0,1,"Single"
"458",0.333333333333333,"m","Non-Student",NA,"w","EvoLang9",0.227272727272727,NA,0,1,"Single"
"459",0.333333333333333,"m","Non-Student",NA,"a","EvoLang9",0.227272727272727,NA,0,1,"Single"
"460",0.388888888888889,"m","Student",61,"w","EvoLang9",0.284090909090909,NA,0,1,"Single"
"461",0.222222222222222,"f","Student",32,"w","EvoLang9",0.110795454545455,NA,0,1,"Single"
"462",0.625,"m","Student",NA,"w","EvoLang9",0.59375,NA,0,1,"Single"
"463",0.833333333333333,"m","Non-Student",22,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"464",0.666666666666667,"m","Non-Student",NA,"e","EvoLang9",0.625,NA,0,1,"Single"
"465",0.833333333333333,"m","Non-Student",67,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"466",0.888888888888889,"f","Student",NA,"a","EvoLang9",0.914772727272727,NA,0,1,"Single"
"467",0.166666666666667,"m","Non-Student",NA,"a","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"468",0.583333333333333,"f","Non-Student",NA,"a","EvoLang9",0.534090909090909,NA,0,1,"Single"
"469",0.222222222222222,"f","Non-Student",NA,"w","EvoLang9",0.110795454545455,NA,0,1,"Single"
"470",0.333333333333333,"m","Student",NA,"w","EvoLang9",0.227272727272727,NA,0,1,"Single"
"471",0.916666666666667,"f","Non-Student",NA,"a","EvoLang9",0.948863636363636,NA,0,1,"Single"
"472",1,"m","Student",24,"w","EvoLang9",1,NA,0,1,"Single"
"473",0.888888888888889,"f","Student",20,"w","EvoLang9",0.914772727272727,NA,0,1,"Single"
"474",0.388888888888889,"f","Non-Student",NA,"a","EvoLang9",0.284090909090909,NA,0,1,"Single"
"475",0.25,"f","Non-Student",NA,"a","EvoLang9",0.142045454545455,NA,0,1,"Single"
"476",0.111111111111111,"m","Non-Student",NA,"a","EvoLang9",0.0340909090909091,NA,0,1,"Single"
"477",1,"m","Non-Student",NA,"w","EvoLang9",1,NA,0,1,"Single"
"478",0.5,"f","Non-Student",51,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"479",0.444444444444444,"m","Student",NA,"w","EvoLang9",0.326704545454545,NA,0,1,"Single"
"480",0.916666666666667,"m","Non-Student",NA,"a","EvoLang9",0.948863636363636,NA,0,1,"Single"
"481",0.166666666666667,"m","Student",NA,"w","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"482",0.555555555555555,"m","Non-Student",68,"w","EvoLang9",0.480113636363636,NA,0,1,"Single"
"483",0.708333333333333,"m","Student",56,"w","EvoLang9",0.65625,NA,0,1,"Single"
"484",0.583333333333333,"m","Non-Student",NA,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"485",0.5,"m","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"486",0.833333333333333,"f","Non-Student",NA,"a","EvoLang9",0.829545454545455,NA,0,1,"Single"
"487",0.333333333333333,"m","Non-Student",NA,"e","EvoLang9",0.227272727272727,NA,0,1,"Single"
"488",0.5,"m","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"489",0.5,"m","Non-Student",NA,"a","EvoLang9",0.397727272727273,NA,0,1,"Single"
"490",0.5,"f","Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"491",0.75,"m","Non-Student",NA,"w","EvoLang9",0.704545454545455,NA,0,1,"Single"
"492",0.666666666666667,"m","Student",44,"w","EvoLang9",0.625,NA,0,1,"Single"
"493",0.833333333333333,"m","Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"494",0.583333333333333,"m","Student",NA,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"495",0.791666666666667,"m","Student",NA,"w","EvoLang9",0.755681818181818,NA,0,1,"Single"
"496",0.166666666666667,"m","Non-Student",NA,"w","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"497",0.444444444444444,"m","Student",NA,"a","EvoLang9",0.326704545454545,NA,0,1,"Single"
"498",0.333333333333333,"m","Non-Student",NA,"w","EvoLang9",0.227272727272727,NA,0,1,"Single"
"499",0.5,"m","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"500",0.833333333333333,"m","Non-Student",NA,"a","EvoLang9",0.829545454545455,NA,0,1,"Single"
"501",0.5,"f","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"502",0.833333333333333,"m","Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"503",0.166666666666667,"f","Non-Student",NA,"a","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"504",0.25,"m","Student",NA,"a","EvoLang9",0.142045454545455,NA,0,1,"Single"
"505",0.583333333333333,"f","Non-Student",2,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"506",0.833333333333333,"f","Non-Student",2,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"507",0.416666666666667,"m","Non-Student",NA,"w","EvoLang9",0.303977272727273,NA,0,1,"Single"
"508",0.625,"f","Student",NA,"a","EvoLang9",0.59375,NA,0,1,"Single"
"509",0.916666666666667,"f","Non-Student",NA,"a","EvoLang9",0.948863636363636,NA,0,1,"Single"
"510",0.583333333333333,"m","Non-Student",NA,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"511",0.333333333333333,"m","Non-Student",NA,"a","EvoLang9",0.227272727272727,NA,0,1,"Single"
"512",0.5,"m","Non-Student",NA,"a","EvoLang9",0.397727272727273,NA,0,1,"Single"
"513",0.25,"f","Non-Student",NA,"w","EvoLang9",0.142045454545455,NA,0,1,"Single"
"514",0,"f","Non-Student",NA,"a","EvoLang9",0,NA,0,1,"Single"
"515",0.166666666666667,"f","Non-Student",NA,"a","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"516",1,"m","Non-Student",NA,"w","EvoLang9",1,NA,0,1,"Single"
"517",0.833333333333333,"m","Non-Student",NA,"a","EvoLang9",0.829545454545455,NA,0,1,"Single"
"518",0.833333333333333,"f","Non-Student",NA,"a","EvoLang9",0.829545454545455,NA,0,1,"Single"
"519",0.583333333333333,"m","Non-Student",NA,"a","EvoLang9",0.534090909090909,NA,0,1,"Single"
"520",0.777777777777778,"m","Non-Student",NA,"w","EvoLang9",0.732954545454545,NA,0,1,"Single"
"521",0.166666666666667,"m","Student",NA,"a","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"522",0.583333333333333,"m","Student",NA,"a","EvoLang9",0.534090909090909,NA,0,1,"Single"
"523",0.833333333333333,"m","Non-Student",NA,"e","EvoLang9",0.829545454545455,NA,0,1,"Single"
"524",0.5,"m","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"525",0.166666666666667,"f","Non-Student",NA,"a","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"526",0.277777777777778,"m","Student",16,"w","EvoLang9",0.173295454545455,NA,0,1,"Single"
"527",0.833333333333333,"m","Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"528",0.333333333333333,"m","Non-Student",NA,"a","EvoLang9",0.227272727272727,NA,0,1,"Single"
"529",0.583333333333333,"f","Non-Student",NA,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"530",0.555555555555555,"m","Non-Student",NA,"a","EvoLang9",0.480113636363636,NA,0,1,"Single"
"531",0.277777777777778,"f","Student",NA,"a","EvoLang9",0.173295454545455,NA,0,1,"Single"
"532",0.25,"m","Student",NA,"w","EvoLang9",0.142045454545455,NA,0,1,"Single"
"533",0.777777777777778,"m","Student",NA,"w","EvoLang9",0.732954545454545,NA,0,1,"Single"
"534",0.611111111111111,"m","Non-Student",NA,"a","EvoLang9",0.579545454545455,NA,0,1,"Single"
"535",0.583333333333333,"m","Student",NA,"w","EvoLang9",0.534090909090909,NA,0,1,"Single"
"536",0.666666666666667,"m","Student",NA,"w","EvoLang9",0.625,NA,0,1,"Single"
"537",0.555555555555555,"f","Student",NA,"w","EvoLang9",0.480113636363636,NA,0,1,"Single"
"538",0.833333333333333,"m","Non-Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"539",0.722222222222222,"m","Non-Student",NA,"w","EvoLang9",0.678977272727273,NA,0,1,"Single"
"540",0,"f","Non-Student",NA,"e","EvoLang9",0,NA,0,1,"Single"
"541",0.333333333333333,"f","Student",NA,"w","EvoLang9",0.227272727272727,NA,0,1,"Single"
"542",0.888888888888889,"f","Non-Student",18,"w","EvoLang9",0.914772727272727,NA,0,1,"Single"
"543",0.777777777777778,"f","Student",42,"a","EvoLang9",0.732954545454545,NA,0,1,"Single"
"544",0.111111111111111,"m","Non-Student",NA,"w","EvoLang9",0.0340909090909091,NA,0,1,"Single"
"545",0.916666666666667,"f","Non-Student",18,"w","EvoLang9",0.948863636363636,NA,0,1,"Single"
"546",0.722222222222222,"m","Student",3,"e","EvoLang9",0.678977272727273,NA,0,1,"Single"
"547",0.416666666666667,"m","Student",NA,"w","EvoLang9",0.303977272727273,NA,0,1,"Single"
"548",0.833333333333333,"m","Non-Student",NA,"a","EvoLang9",0.829545454545455,NA,0,1,"Single"
"549",0.833333333333333,"f","Non-Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"550",0.166666666666667,"f","Non-Student",NA,"a","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"551",0.333333333333333,"f","Student",23,"w","EvoLang9",0.227272727272727,NA,0,1,"Single"
"552",0.166666666666667,"m","Non-Student",NA,"w","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"553",0.5,"m","Student",NA,"a","EvoLang9",0.397727272727273,NA,0,1,"Single"
"554",0.416666666666667,"f","Student",NA,"a","EvoLang9",0.303977272727273,NA,0,1,"Single"
"555",0.944444444444445,"m","Non-Student",NA,"w","EvoLang9",0.974431818181818,NA,0,1,"Single"
"556",1,"m","Non-Student",NA,"w","EvoLang9",1,NA,0,1,"Single"
"557",0.722222222222222,"f","Student",51,"w","EvoLang9",0.678977272727273,NA,0,1,"Single"
"558",0.555555555555555,"m","Student",NA,"m","EvoLang9",0.480113636363636,NA,0,1,"Single"
"559",0.777777777777778,"m","Non-Student",43,"w","EvoLang9",0.732954545454545,NA,0,1,"Single"
"560",0.555555555555555,"f","Non-Student",70,"a","EvoLang9",0.480113636363636,NA,0,1,"Single"
"561",0.666666666666667,"f","Student",NA,"a","EvoLang9",0.625,NA,0,1,"Single"
"562",0.777777777777778,"m","Non-Student",55,"w","EvoLang9",0.732954545454545,NA,0,1,"Single"
"563",0.25,"m","Student",NA,"e","EvoLang9",0.142045454545455,NA,0,1,"Single"
"564",0.833333333333333,"f","Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"565",0.833333333333333,"m","Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"566",0.833333333333333,"f","Non-Student",25,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"567",0.833333333333333,"m","Non-Student",NA,"w","EvoLang9",0.829545454545455,NA,0,1,"Single"
"568",0.333333333333333,"m","Non-Student",NA,"a","EvoLang9",0.227272727272727,NA,0,1,"Single"
"569",0.5,"m","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"570",0.666666666666667,"m","Non-Student",NA,"e","EvoLang9",0.625,NA,0,1,"Single"
"571",0.541666666666667,"f","Non-Student",NA,"w","EvoLang9",0.460227272727273,NA,0,1,"Single"
"572",0.166666666666667,"f","Non-Student",NA,"a","EvoLang9",0.0738636363636364,NA,0,1,"Single"
"573",0.555555555555555,"m","Non-Student",NA,"a","EvoLang9",0.480113636363636,NA,0,1,"Single"
"574",0.5,"m","Non-Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"575",0.708333333333333,"m","Student",61,"w","EvoLang9",0.65625,NA,0,1,"Single"
"576",0.777777777777778,"f","Non-Student",NA,"a","EvoLang9",0.732954545454545,NA,0,1,"Single"
"577",0.333333333333333,"f","Non-Student",NA,"a","EvoLang9",0.227272727272727,NA,0,1,"Single"
"578",0.5,"f","Student",NA,"w","EvoLang9",0.397727272727273,NA,0,1,"Single"
"1",0.666666666666667,"f","Non-Student",49,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"2",0.666666666666667,"m","Student",61,"w","EvoLang10",0.534818941504178,NA,1,2,"Single"
"3",0.666666666666667,"m","Non-Student",NA,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"4",0.666666666666667,"f","Non-Student",NA,"a","EvoLang10",0.534818941504178,NA,1,1,"Single"
"5",0.5,"m","Non-Student",67,"w","EvoLang10",0.272980501392758,NA,1,2,"Single"
"6",0.556666666666667,"m","Non-Student",NA,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"7",0.556666666666667,"m","Student",56,"w","EvoLang10",0.362116991643454,NA,1,2,"Single"
"8",0.556666666666667,"m","Student",58,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"9",0.556666666666667,"m","Non-Student",NA,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"10",0.443333333333333,"f","Non-Student",21,"w","EvoLang10",0.222841225626741,NA,1,1,"Single"
"11",0.776666666666667,"m","Student",50,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"12",0.776666666666667,"f","Non-Student",NA,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"13",0.556666666666667,"f","Non-Student",26,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"14",0.556666666666667,"f","Student",39,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"15",0.556666666666667,"m","Student",38,"w","EvoLang10",0.362116991643454,NA,1,2,"Single"
"16",0.443333333333333,"m","Non-Student",36,"w","EvoLang10",0.222841225626741,NA,1,2,"Single"
"17",0.666666666666667,"m","Non-Student",NA,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"18",0.666666666666667,"f","Non-Student",45,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"19",0.666666666666667,"m","Non-Student",65,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"20",0.666666666666667,"m","Student",54,"w","EvoLang10",0.534818941504178,NA,1,2,"Single"
"21",0.666666666666667,"f","Non-Student",NA,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"22",0.666666666666667,"m","Student",NA,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"23",0.666666666666667,"f","Non-Student",4,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"24",0.666666666666667,"m","Non-Student",NA,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"25",0.333333333333333,"f","Non-Student",18,"w","EvoLang10",0.142061281337047,NA,1,2,"Single"
"26",0.333333333333333,"m","Student",3,"e","EvoLang10",0.142061281337047,NA,1,2,"Single"
"27",0.833333333333333,"m","Non-Student",52,"w","EvoLang10",0.763231197771588,NA,1,1,"Single"
"28",0.833333333333333,"m","Student",38,"w","EvoLang10",0.763231197771588,NA,1,2,"Single"
"29",0.916666666666667,"f","Student",20,"w","EvoLang10",0.933147632311978,NA,1,2,"Single"
"30",0.75,"f","Non-Student",NA,"w","EvoLang10",0.623955431754875,NA,1,1,"Single"
"31",0.89,"m","Non-Student",22,"w","EvoLang10",0.84958217270195,NA,1,2,"Single"
"32",0.89,"m","Non-Student",28,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"33",0.89,"m","Non-Student",68,"w","EvoLang10",0.84958217270195,NA,1,2,"Single"
"34",0.89,"f","Student",23,"w","EvoLang10",0.84958217270195,NA,1,2,"Single"
"35",0.89,"m","Non-Student",NA,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"36",0.89,"m","Student",47,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"37",0.89,"m","Non-Student",NA,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"38",0.89,"m","Non-Student",14,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"39",0.89,"m","Non-Student",55,"w","EvoLang10",0.84958217270195,NA,1,2,"Single"
"40",0.89,"f","Non-Student",NA,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"41",0.89,"f","Non-Student",25,"w","EvoLang10",0.84958217270195,NA,1,2,"Single"
"42",0.89,"m","Non-Student",12,"w","EvoLang10",0.84958217270195,NA,1,2,"Single"
"43",0.89,"m","Student",NA,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"44",0.89,"m","Non-Student",NA,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"45",0.89,"f","Non-Student",13,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"46",0.89,"m","Non-Student",17,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"47",0.89,"m","Non-Student",NA,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"48",0.89,"m","Student",NA,"w","EvoLang10",0.84958217270195,NA,1,1,"Single"
"49",0.776666666666667,"m","Student",NA,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"50",0.776666666666667,"m","Student",1,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"51",0.776666666666667,"m","Student",16,"w","EvoLang10",0.690807799442897,NA,1,2,"Single"
"52",0.776666666666667,"m","Student",9,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"53",0.776666666666667,"m","Student",24,"w","EvoLang10",0.690807799442897,NA,1,2,"Single"
"54",0.776666666666667,"m","Non-Student",64,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"55",0.776666666666667,"m","Non-Student",41,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"56",0.776666666666667,"m","Student",8,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"57",0.776666666666667,"f","Non-Student",2,"w","EvoLang10",0.690807799442897,NA,1,2,"Single"
"58",0.556666666666667,"m","Student",44,"w","EvoLang10",0.362116991643454,NA,1,2,"Single"
"59",0.556666666666667,"m","Non-Student",NA,"e","EvoLang10",0.362116991643454,NA,1,1,"Single"
"60",0.556666666666667,"f","Student",42,"a","EvoLang10",0.362116991643454,NA,1,2,"Single"
"61",0.556666666666667,"f","Non-Student",NA,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"62",0.11,"m","Student",NA,"w","EvoLang10",0.0473537604456825,NA,1,1,"Single"
"63",1,"f","Non-Student",2,"w","EvoLang10",1,NA,1,2,"Single"
"64",1,"f","Student",48,"w","EvoLang10",1,NA,1,1,"Single"
"65",1,"m","Non-Student",NA,"w","EvoLang10",1,NA,1,1,"Single"
"66",1,"m","Student",6,"w","EvoLang10",1,NA,1,1,"Single"
"67",1,"f","Student",19,"w","EvoLang10",1,NA,1,1,"Single"
"68",1,"m","Student",7,"w","EvoLang10",1,NA,1,2,"Single"
"69",1,"f","Non-Student",5,"w","EvoLang10",1,NA,1,1,"Single"
"70",1,"f","Non-Student",NA,"w","EvoLang10",1,NA,1,1,"Single"
"71",1,"f","Non-Student",25,"w","EvoLang10",1,NA,1,2,"Single"
"72",0.666666666666667,"m","Student",NA,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"73",0.666666666666667,"m","Non-Student",8,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"74",0.666666666666667,"m","Student",7,"w","EvoLang10",0.534818941504178,NA,1,2,"Single"
"75",0.666666666666667,"f","Student",NA,"w","EvoLang10",0.534818941504178,NA,1,1,"Single"
"76",0.5,"m","Non-Student",59,"w","EvoLang10",0.272980501392758,NA,1,2,"Single"
"77",0.583333333333333,"m","Non-Student",NA,"w","EvoLang10",0.448467966573816,NA,1,1,"Single"
"78",0.556666666666667,"f","Non-Student",53,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"79",0.556666666666667,"m","Non-Student",57,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"80",0.556666666666667,"m","Non-Student",NA,"a","EvoLang10",0.362116991643454,NA,1,1,"Single"
"81",0.443333333333333,"m","Non-Student",63,"w","EvoLang10",0.222841225626741,NA,1,1,"Single"
"82",0.443333333333333,"f","Non-Student",NA,"w","EvoLang10",0.222841225626741,NA,1,1,"Single"
"83",0.443333333333333,"m","Student",NA,"w","EvoLang10",0.222841225626741,NA,1,1,"Single"
"84",0.443333333333333,"m","Student",NA,"w","EvoLang10",0.222841225626741,NA,1,1,"Single"
"85",0.833333333333333,"f","Non-Student",NA,"w","EvoLang10",0.763231197771588,NA,1,1,"Single"
"86",0.75,"f","Non-Student",NA,"w","EvoLang10",0.623955431754875,NA,1,1,"Single"
"87",0.776666666666667,"m","Non-Student",43,"w","EvoLang10",0.690807799442897,NA,1,2,"Single"
"88",0.776666666666667,"f","Non-Student",NA,"e","EvoLang10",0.690807799442897,NA,1,1,"Single"
"89",0.776666666666667,"m","Non-Student",NA,"w","EvoLang10",0.690807799442897,NA,1,1,"Single"
"90",0.556666666666667,"m","Non-Student",NA,"e","EvoLang10",0.362116991643454,NA,1,1,"Single"
"91",0.556666666666667,"m","Non-Student",NA,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"93",0.556666666666667,"f","Student",72,"a","EvoLang10",0.362116991643454,NA,1,1,"Single"
"94",0.556666666666667,"f","Non-Student",NA,"w","EvoLang10",0.362116991643454,NA,1,1,"Single"
"95",0.443333333333333,"m","Non-Student",NA,"w","EvoLang10",0.222841225626741,NA,1,1,"Single"
"96",0.223333333333333,"f","Non-Student",NA,"w","EvoLang10",0.0947075208913649,NA,1,1,"Single"
"97",0.223333333333333,"m","Non-Student",NA,"w","EvoLang10",0.0947075208913649,NA,1,1,"Single"
"98",0.223333333333333,"m","Non-Student",NA,"e","EvoLang10",0.0947075208913649,NA,1,1,"Single"
